genre,track_id,artist_name,title,loudness,tempo,time_signature,key,mode,duration,avg_timbre1,avg_timbre2,avg_timbre3,avg_timbre4,avg_timbre5,avg_timbre6,avg_timbre7,avg_timbre8,avg_timbre9,avg_timbre10,avg_timbre11,avg_timbre12,var_timbre1,var_timbre2,var_timbre3,var_timbre4,var_timbre5,var_timbre6,var_timbre7,var_timbre8,var_timbre9,var_timbre10,var_timbre11,var_timbre12
classic pop and rock,TRYVUUK128F14591A6,Cutting Crew,Tip Of Your Tongue (Edited),-9.982999999999999,139.5,1,0,1,215.11791000000002,44.476855755900004,77.6232829404,34.2679070735,4.295884882109999,0.846002773925,-23.7360263523,13.056178918199999,-1.42186269071,-8.283288488210001,-0.913285714286,3.6105020804400003,16.3740443828,29.8872521484,1242.48052113,1778.15209969,672.81058441,742.9575191069999,331.062140017,577.996897001,278.573451483,369.669330913,201.75284773799999,148.41796536,235.689805851
classic pop and rock,TRKZIJE128F4222E20,The Bobby Fuller Four,Brown Eyed Handsome Man (Live at PJ's),-13.817,165.71099999999998,1,4,1,185.70404,40.6563423645,-6.76616871921,7.12160714286,-3.5239014778300004,-12.75125,-4.6522364532,-2.67638546798,1.21496182266,-0.9915406403939999,-0.03941748768469999,0.345740147783,-0.31628817734000003,15.4953588655,662.997883818,1016.34660152,554.061509677,328.399168372,504.090456121,325.41413900000003,303.562039266,176.26603159099997,137.893733832,112.11743096100001,141.359851836
metal,TRUGWAQ128F4257E7F,THERION,Lemuria,-8.807,119.825,4,0,1,255.42485,45.5677673716,-26.4006057402,33.7098836858,-6.0111873111800005,-12.8119546828,-15.681342900299999,-3.52255891239,-8.98419335347,2.49119486405,-1.4735317220500002,1.6343942598199999,1.8033836858,25.3109340667,1442.52404685,854.0877983260001,623.6574975,1046.37031516,314.620014098,617.999610543,371.78250733699997,538.224014435,245.148651681,167.185055142,394.463840974
folk,TRKKJIE12903CB3983,Josh White,Frankie & Johnny,-25.083000000000002,95.463,1,5,0,341.55057,27.185338475500004,-37.821089836700004,-3.60322686025,-11.4614872958,-12.7066551724,11.9402949183,-17.621029038099998,2.22542286751,12.7084764065,12.234988203299999,-7.991276769510001,14.849794010899998,23.7405960696,4532.40318219,2160.8097009,2149.87506776,1435.55667591,1605.63359596,922.841640152,1071.1181883,709.343352398,628.7027444619999,468.25108992599996,396.478403548
dance and electronica,TRRTERV128F42749F2,White Shoes & The Couples Company,Windu & Defrina,-10.121,84.916,3,0,1,251.53261,43.695349932700005,2.5049192463,28.786177658099998,-4.5937133243599995,2.64164468371,0.27824226110399997,-0.05238627187080001,1.6003230147999998,-9.639973082100001,-2.4726083445500002,-5.67949394347,-4.26505921938,22.2505048627,1560.32860593,1557.5203659000001,1495.29584615,554.432327053,896.964022905,720.492463295,371.21742638,229.657601539,319.173939073,214.030715698,173.102148616
classic pop and rock,TRAWFZT128F428AD2E,The Bar-Kays,Baby I Love You,-11.716,104.742,4,0,1,522.5530200000001,42.3412293883,1.68398404255,76.0228942819,14.7602832447,-43.326093085100005,-2.99701595745,15.522068484000002,2.1223650266,-3.30102260638,-2.9264561170200003,1.6295106383000002,8.00674667553,30.7975855677,2085.10735601,3588.85772996,1242.26583808,1562.46418425,796.2409180489999,730.723727638,361.204495165,710.234774136,266.54072403099997,264.880644528,408.99992666400004
classic pop and rock,TRFNUHL128F4290E55,Jim Reeves,There's A Moon Over My Shoulder,-15.205,118.861,4,3,1,158.27546,38.519672868200004,-90.7769131783,-17.8437255814,-3.48248992248,19.2525627907,-5.474702325580001,-4.02820310078,-20.2829953488,-0.807195348837,-7.52397984496,1.5176341085299998,8.21475193798,23.4393398821,1575.86466096,1167.84500403,1548.07635607,682.930671645,853.5693472539999,439.77877746400003,463.94859867400004,517.300167611,378.29613785199996,228.191454595,333.06251938
classic pop and rock,TRYPVJC128E07847C9,Commodores,Slippery When Wet,-7.0729999999999995,202.892,1,9,1,197.35465,44.7348341463,42.0657326829,34.7875063415,27.5424517073,6.983963902439999,3.52147609756,2.2656019512200003,11.457214634100001,-16.1368897561,-3.5794214634099997,2.28406926829,-7.38684487805,45.996430833000005,2454.29029582,2711.66893918,2474.60160483,1531.49029782,1727.88272873,727.924958484,642.549415792,469.723652709,465.443146244,445.18056038099996,327.398896353
punk,TRIRMUO128F9326A11,Kleenex,Split,-6.77,150.279,1,9,1,118.22975,49.7414067797,72.6683171913,56.866188862,6.0205375302699995,-20.4652372881,-6.93251331719,0.42382808716700004,7.25727602906,10.7348450363,6.93288861985,-0.24655932203400002,10.1972711864,9.75493658514,821.669509098,677.075688153,1094.8950669,400.681345401,632.6061957219999,281.012392079,274.078284597,153.15113994200001,235.89452558099998,275.699713665,193.629072115
classic pop and rock,TRLEACW12903CC1C59,Del Shannon,The Search,-9.594,122.81299999999999,4,9,0,147.43465,44.780037610600004,48.375272123900004,49.0465199115,0.266183628319,-20.104971238900003,-8.193059734510001,-17.7048075221,-11.060418141600001,16.3974247788,2.3617411504400003,0.44748451327399996,12.155573008800001,27.4605347884,2703.82182137,1422.28515973,753.1376374419999,784.987996718,350.30434781699995,429.681085713,307.108101593,986.4565853280001,238.06128008599998,133.590200772,267.527158298
classic pop and rock,TRGMHMR128F931B460,Warren Zevon,Interlude No. 2 (LP Version),-22.982,49.18,1,5,1,68.44036,27.6436666667,5.9344248366,99.6733267974,-0.7058954248370001,8.97683006536,-7.71804575163,-38.948718954200004,-8.9257124183,-5.792503267969999,0.633411764706,1.15811764706,1.58645098039,53.133281085,3002.47439648,2365.5368587,1965.35227953,491.707597945,329.305799468,846.16851798,365.28746376,285.246535662,161.071444464,386.415597869,221.089199045
punk,TROZWJA128F9309A6E,Blaze,You Don't Really Love Me,-11.968,118.53399999999999,4,11,0,258.97751,39.2981951626,49.1059049208,-16.5952335279,17.3055954962,23.8425137615,-13.8096580484,4.07011009174,8.09985571309,-2.9080075062599997,7.8722735613,3.4001734779,2.33240200167,22.6083946625,2138.23525802,1203.02924,2368.52201531,1360.38055074,1515.33116998,523.58331492,639.318713808,358.164966606,387.60950459699995,380.77111991,247.333669707
soul and reggae,TRDERIX12903CB4AF4,Bob Marley & The Wailers,Put It On,-10.76,178.02900000000002,4,10,0,213.21097999999998,40.9141247216,15.6194766147,-24.278887527800002,15.8313596882,-35.1759153675,3.70842093541,-3.12103229399,2.0646302895299997,23.2168273942,11.3762349666,-4.53605790646,-0.171912026726,37.421482670399996,1547.80687396,1910.80312897,2137.3957712,1475.42110429,1569.64085358,749.1967171560001,501.361403251,425.159215782,355.130943077,386.19892127300005,334.378907728
classic pop and rock,TRYOIKE12903CED8AB,The O'Jays,La De Da,-8.474,150.886,4,5,1,168.61995,44.4208397086,-95.4581384335,69.680417122,15.9929107468,-15.087420765,-1.4854171220399999,-7.797284153010001,4.73098724954,9.62644990893,0.915932604736,2.96861930783,5.489236794169999,43.7863247903,2155.1524204999996,1497.45951118,2021.51628504,797.82359804,931.666368094,631.2391249030001,437.25925991099996,353.5619504,210.365509148,305.442716888,261.176370071
dance and electronica,TRIQFGY128F425BFEB,Stereo MC's,Ground Level,-7.624,120.191,4,1,1,253.07383,44.889808547,28.3694555556,-30.3416282051,1.28264188034,-14.6601555556,-0.629558974359,1.08370854701,-5.557174358969999,6.63323846154,0.693742735043,1.91247692308,4.4582837606800005,26.2371568933,1233.20241752,1169.40090136,1043.34913145,660.934486882,1200.31976101,754.015125477,324.336015045,368.29145278,276.064763215,215.157240952,282.099650949
metal,TRMYNIQ12903CE426E,Voivod,D.N.A. (Don't Know Anything),-10.448,160.246,5,9,1,277.2371,44.3734116883,131.50530389600002,10.1909038961,-18.0179350649,-35.4905337662,-19.6066233766,-11.9964194805,-6.3876012987,13.653601298699998,9.44805714286,-3.5794155844199995,12.579068831199999,30.4837530967,2726.84999845,2270.47471585,909.828274136,641.3820784769999,233.78168851799998,383.088324984,186.679213897,255.072734744,181.818642498,129.975832347,158.32276159399999
classic pop and rock,TRJDWLP128F145E041,Boyzone,This Is Where I Belong,-9.573,90.15,4,1,1,325.98159,43.6103114611,-24.480077865300004,-6.10769816273,-7.34211111111,-15.869958005199999,-15.1318897638,12.1094199475,-6.30947069116,5.372445319340001,-0.9382187226600001,1.31743569554,15.536992126,24.3918680465,2472.94895543,1370.80396673,1232.21197685,774.1962440589999,633.596765825,531.364505806,529.204896146,374.790331876,380.58515671699996,204.27638701900003,222.60503643299998
classic pop and rock,TRMHBPS12903CA9CC5,Sinitta,I Don't Believe In Miracles,-5.041,118.134,4,7,1,355.73506000000003,47.6163107977,58.076864786,8.86368822957,26.1308258755,15.8916935798,1.43683122568,2.05170622568,-7.7628297665399995,-4.9276016537,11.4277285992,6.48709873541,-1.00314737354,25.0685606646,1089.93286194,1507.01941432,835.287826325,608.086890275,1168.7253801,480.174928915,207.950988583,329.948510153,273.655571429,200.11183003,188.110524062
dance and electronica,TRBVUUX128F9337588,Jhonny Rivera,Se perdona si se quiere,-9.476,166.713,1,0,0,162.84689,44.3178215768,7.72736791148,5.85700691563,-5.731460580909999,-20.2618271093,24.045713692899998,-0.08452005532500001,-4.994514522819999,15.6254799447,-8.4024329184,-7.35238589212,14.9985504841,14.7860513195,2412.84628461,2169.00977487,3146.48133006,1749.2446840999999,1403.21272486,1305.64820102,731.92502236,462.337592996,440.593659114,377.29202356800005,393.795550524
classic pop and rock,TRAGNGF128F4260D0A,Albert Hammond,KALEIDOSCOPE,-9.148,187.548,4,1,0,224.46975,46.287144508699996,19.369223988399998,30.9243612717,-10.1346184971,3.39068208092,-17.8411589595,-17.078663294800002,-6.2644349711,-3.1275650289,-2.2491228323700003,3.0150260115599994,8.8159132948,25.9875554444,1336.17291401,1051.70459546,518.876766817,749.626646853,289.380137212,440.58383605,382.425471815,308.488084977,221.629205507,93.5365455976,368.32493971199995
classical,TRGSSLR128F427C531,Murray Perahia,Italian Concerto_ BWV 971/III. Presto,-22.505,84.053,1,5,1,216.73751000000001,31.474529976,-179.23005036,43.488775779399994,5.427382494,26.025754196599998,-15.7697865707,-9.86981534772,1.09092446043,-8.808593525180001,-1.02527218225,9.51079736211,0.28407314148699997,21.3599022827,870.030807,828.844468042,644.999239347,845.4609279289999,298.164578727,457.536244769,266.953608413,848.1568365410001,144.035112975,78.6306276628,303.655775665
jazz and blues,TRQQQUB128F428D520,Clare Teal,Something I Dreamed Last Night,-15.595999999999998,122.67,4,7,0,243.43465,37.4324842975,-68.4697702479,0.321557024793,-20.5161404959,15.484175206600002,-14.655459504100001,-9.056338842979999,3.09878347107,4.80717190083,0.608305785124,-0.133423140496,12.6592545455,25.5089945902,3176.54466708,2951.58364109,2103.30782591,834.920859328,614.1869372,760.1975743630001,438.282545753,593.32671958,354.72878278699994,256.97594740799997,521.424102081
classic pop and rock,TRCUIWB128F423F00D,Kristin Hersh,Silver Sun,-14.764000000000001,56.641999999999996,1,8,1,332.90404,37.3578112965,-33.222756097600005,15.830029525,-16.442688061600002,6.8546097561,-16.210518613599998,-15.3201014121,-7.051808729139999,-9.70645571245,-6.50636456996,4.238967907569999,15.978612323499998,48.682055359799996,1624.0163352,1761.61320255,1643.90993648,868.169096074,327.533508897,567.304267375,473.51216046,513.986789647,276.298661436,187.398980547,419.27893348
classic pop and rock,TRMNYJK128E0785628,Billy Ray Cyrus,Love Has No Walls (album version),-7.042999999999999,177.707,4,1,1,221.57016000000002,47.7674393382,71.5455091912,17.4660569853,-2.48365992647,13.8591893382,-28.022821691199997,-0.534053308824,-2.74617647059,7.88466544118,10.1596948529,1.07956985294,5.15665441176,34.7245627022,1442.59092465,913.2353104069999,796.965362853,775.382045271,710.96365286,614.979481466,398.36717922599996,410.736143197,265.588484297,188.69555087,302.010127259
folk,TRJRDCN12903CEF55B,Peggy Seeger,The Squire and the Colic,-20.516,41.82,4,5,1,256.26077000000004,29.232043824699996,-28.3297861886,77.5250172643,5.22355909695,6.00476361222,22.120294820700003,-42.587188579,9.408549800800001,-9.75307038513,2.69243426295,-4.12464940239,0.169326693227,43.6124116329,2469.10685782,3579.41441902,3960.55468456,1305.23796859,1116.23419128,1820.62012434,745.084893645,550.240411269,598.610331776,555.2321921480001,592.024135604
folk,TRVHODG128F932BDCB,Jonathan Edwards,Weapon Of Prayer,-13.869000000000002,114.60700000000001,4,1,1,207.12444,39.529198952899996,-23.364886562,24.717277486900002,3.16,-0.28805410122200004,-0.656390924956,-1.4823472949399998,-14.988863874300002,2.054504363,-3.99652530541,3.4607678883099995,1.4184363001700002,17.6411615869,1328.89559043,1530.48454103,1172.613501,718.8432707000001,740.123867617,660.754802618,709.1111963510001,287.685183388,372.47972771199994,266.099263051,186.258340721
classical,TRMPNXB128F4230803,The Shore,I Believe In You (Non-Album Track),-5.216,167.942,3,7,1,269.322,49.970058375600004,9.545899746189999,33.8631763959,4.163898477159999,7.0800088832500006,-13.2453388325,3.37019670051,-9.86381598985,0.7357055837559999,-4.3737690355300005,2.3815774111700003,1.52672461929,13.094927907799999,810.870132529,563.8953402569999,776.734999667,389.836869329,502.957975153,371.81104107699997,302.187192828,241.836329987,176.145794546,132.58912216,158.832496644
classic pop and rock,TRTHCSI128F92E04C8,Santa Esmeralda,Medley - Re-Recording,-7.517,119.12100000000001,4,2,1,546.5073,47.1491912691,40.21890009,4.76885868587,-2.0276494149400004,-9.99172367237,-10.7230981098,6.449301080110001,1.2793447344700002,-1.5131354635499998,-0.22600990098999998,1.52595544554,1.00447209721,16.2646234355,1299.60243674,1510.87108993,1191.65017379,839.520767397,776.6005557310001,507.199647893,379.93679176,348.757588886,252.155030535,257.591942172,304.474858153
punk,TRLHMDH128F92DD249,Starshooter,Méfie-toi des avions,-4.573,164.06599999999997,4,11,0,245.002,49.6336504654,37.359108583200005,35.3016421923,6.1367693898699995,-24.288803515999998,-10.3175387797,-6.6279307135500005,2.92266080662,1.58354601861,7.7342688727999995,-0.5007445708380001,-5.693068252330001,17.1338302005,1202.94582041,1490.37651486,1362.54892038,1112.29687155,681.491193725,515.287358108,464.451904927,315.74292946,320.100202734,217.893621516,202.828622055
folk,TRUKQZY128F92F6E23,IIIRD Tyme Out,I Feel Closer To Heaven,-11.527999999999999,206.35,4,11,1,171.4673,42.3279648383,-26.7739409283,53.269554149099996,11.6565246132,13.7893417722,1.48026722925,-13.2721082982,4.426966244730001,11.224001406500001,-0.358125175809,7.9727271448699994,17.5297201125,11.3155477526,1356.64678202,983.5600257010001,1859.45326914,657.844811164,865.275020325,697.154530696,283.264501045,429.937274235,230.00066740900002,298.99285379599996,313.06193728700003
pop,TRBFCWT128F429F654,Camilo Sesto,Solo Tu,-9.377,142.076,4,0,1,230.47791,44.5409497784,16.5500059084,56.8964460857,4.01464254062,17.7498153619,-13.219220088599998,-0.698465288035,1.3753323486000002,13.503499261400002,1.2689143279200001,-2.0422791728200003,5.32627474151,41.9595123195,2547.65474729,1522.53491417,989.226926555,1505.82109975,660.426709371,955.033170388,314.32694973400004,536.8632294409999,223.47002112099997,251.75763745400002,804.9034989910001
classic pop and rock,TRYDGTW128F426CF6D,Crosby & Nash,Bittersweet,-12.956,131.803,4,7,0,159.60771,37.6672400932,-45.3964289044,17.818995338,-7.42571328671,8.64303962704,-8.058494172489999,-6.21031235431,-4.892454545450001,-4.23319347319,-3.73716550117,-1.6974988345,3.78575291375,68.4854922058,2138.58233133,1530.08005155,1193.1202415999999,903.641552635,553.756006381,515.559480737,419.949793362,294.50261705099996,298.967221327,170.624957714,198.940325002
dance and electronica,TRVUVSY128F9312AB3,23 Skidoo,"Language (12"" 45 Version)",-9.86,131.619,4,10,0,337.91955,44.062109078599995,3.7939695122000003,19.761436991900002,5.80676422764,-29.9598739837,-3.0969844173400003,2.51015718157,2.07563617886,0.228646341463,3.09495799458,-0.842421409214,8.87968834688,27.1517761907,2090.5948074000003,1502.84810752,1485.41504301,879.1062872210001,1013.09810256,414.863829376,385.43783868300005,375.19845206199994,334.479365846,267.62448676099996,202.48164253599998
classic pop and rock,TRNVCWO128F42807D6,Archie Bell and The Drells,Wrap It Up (Non Album Single Side Version),-8.105,108.676,4,0,1,168.72444,44.439860576899996,41.6551987179,34.6668990385,11.5948733974,-2.50415064103,-1.03619070513,6.61578846154,-0.290900641026,4.23747596154,2.62892467949,-2.9324567307700002,-1.5878237179499999,38.089716680900004,1144.69266602,1983.37323346,1288.85588329,671.52725092,1096.50921369,412.326712641,512.63706949,321.17933254400003,323.030146506,296.36992394,274.54183941400004
classic pop and rock,TRFKVKH128F4256D3B,Martha And The Muffins,Revenge (Against The World) (2002 Digital Remaster),-11.883,144.83100000000002,4,11,0,208.32608000000002,42.690236671,-14.355504551400001,33.9163459038,6.27114824447,-62.2462275683,-7.31659947984,8.23009882965,-0.877713914174,10.4542405722,7.52411963589,-0.884793237971,1.44894408322,16.2414776241,1413.7528382,807.6498847260001,977.3699652189999,1045.79393433,679.274960563,311.237099842,446.430554613,293.10374432099997,208.068175244,258.23817826,196.301929465
dance and electronica,TRGRCGX12903CDE0AB,Double 99,RIP Groove (Original Mix),-7.695,126.714,4,11,0,199.3922,43.5502348225,90.813604811,27.1697170676,32.4526483391,-13.6434925544,-17.6989049255,10.1662256586,9.92429896907,13.423753722799999,4.157509736540001,3.0286941580799995,-1.19283505155,23.4578966791,2594.18996105,6964.39933799,1676.56838655,1729.34006348,640.1789801069999,1232.0855686,943.034274539,354.94177390199997,284.267058486,283.032544034,228.880558818
classic pop and rock,TRXFWPD128F148D1E1,Lone Justice,Cottonbelt,-9.187999999999999,121.88799999999999,4,4,0,191.34649,46.1699854497,25.8623769841,50.5784298942,2.76328968254,-23.235886243400003,-6.52171560847,-3.2078015873,9.00147354497,5.221023809519999,-2.04487698413,0.16107010582,-9.893964285710002,16.7978308741,889.2085491930001,867.879297549,825.3976918510001,447.40666957699995,498.205192971,471.677437405,278.48465058,297.01604043099996,196.430968962,212.713302467,287.036612651
punk,TRZTXDM12903D0EACE,Across the Border,Follow your girl,-5.518,199.03799999999998,4,5,1,247.2224,49.958167010299995,40.6658608247,28.527386597899998,-5.402904123709999,-2.90863917526,-12.6187206186,-10.2104340206,0.235775257732,2.2059185567,2.50771134021,1.33921958763,6.14715876289,13.2970395082,601.6948023140001,497.476735266,594.696196138,492.663007839,451.004810762,236.431271095,204.015794615,156.503425693,135.385717257,182.141654522,118.80378069
classic pop and rock,TRUNNGS128F93280FF,The Tymes,Words Written On Water,-12.652999999999999,101.88,4,8,1,138.34403999999998,42.3954260486,-52.9481125828,18.1567637969,-10.0092163355,30.3509183223,-19.1101280353,-17.7333708609,-16.400571743900002,-0.0816136865342,-1.67129801325,0.6248675496689999,-2.17012803532,21.0460079531,1491.69483526,1215.72007598,684.634348991,679.182558,383.743257692,556.76675852,412.87563953800003,643.831984184,319.287411887,113.559241329,395.62210383800004
classic pop and rock,TRNWWXM128F933BBB6,Colbie Caillat,You Got Me,-6.662000000000001,121.12899999999999,4,4,0,240.48281,45.9907986928,-19.3655437908,15.458447058800001,-4.0183607843099995,0.366721568627,-11.093814379100001,-10.3326522876,-4.249584313730001,1.8816836601299998,-2.2781163398700004,-2.0319176470599998,-0.945664052288,63.717417462700006,4315.43674602,1981.03236388,1992.18088501,1262.02338573,980.7387806789999,734.928339139,741.110596413,358.012588441,382.402614443,337.922686018,260.69383972599996
folk,TRERQYS128E07984D6,Altan,'Stor_ A Stor_ A Ghra,-10.744000000000002,113.949,4,7,1,170.89261000000002,42.0795551075,-22.0996048387,-8.50274865591,-6.18569758065,6.41793682796,-7.29517069892,13.3801276882,3.0307594086000003,3.9448306451599997,1.40365994624,-3.35584811828,6.67115725806,58.6515264056,1235.53190313,840.52959928,655.6831057859999,665.793153793,671.2003028,461.155263509,406.89116768,242.623158014,238.87351469200001,188.484504269,231.80718458099997
classic pop and rock,TRCACFK128F423FCD1,Bobby Womack,Song Of The Mockingbird,-13.139000000000001,128.857,4,2,1,189.6224,38.9289450172,-68.0376512027,39.227632302399996,-0.999513745704,-5.35170103093,-3.0676340206200003,-4.16323024055,0.381652920962,-2.19074742268,-3.9437233676999996,0.0036116838488000004,0.8416013745700001,46.0357016568,3300.42952702,1963.26261005,1869.51711519,1029.5241667,852.3919115069999,754.569782497,617.234569316,646.114987422,403.425780939,338.092642616,355.79409902300006
soul and reggae,TRKLOMQ128F93148C0,Omarion,Take It Off,-5.568,93.072,5,7,1,202.31791,47.21991304350001,46.512361956499994,6.55395217391,11.142606521700001,4.69381521739,-0.667133695652,5.22973369565,4.3225173913,7.04309130435,6.703625,-5.71939891304,0.250911956522,22.187736249,1657.68426716,2285.54097526,2455.74839933,1123.00391949,1116.97938212,1007.26917052,790.1618652430001,393.39700256099997,433.190874919,421.437742103,260.248893267
classic pop and rock,TRXTFXC128F425C35A,The Whispers,Misunderstanding,-7.19,99.175,4,2,0,348.99546000000004,44.62255410229999,36.4337330559,-13.8256307967,15.5538935791,17.0408935791,-18.3208448276,-26.413933412600002,-1.55685374554,3.7203073721800006,12.9743793103,9.49545362663,3.04430142687,32.5845730366,1575.70706275,1865.42218221,1488.05926965,1353.05107954,1196.57557228,738.8536643130001,506.52661774,306.433868518,363.575896996,377.88513948800005,275.526155467
folk,TRVZXJG128F42B4DE6,Nara Leão,Rapaz De Bem,-12.545,176.801,1,6,0,113.65831999999999,39.4588871252,-27.9758201058,-65.3913897707,-4.44035097002,5.2130493827199995,-1.72348677249,-3.25280246914,-10.1381763668,0.594536155203,-5.79629982363,1.54846031746,13.027507936500001,31.955520209499998,1776.74650087,1497.4193208,2644.20094422,578.449317892,1381.87859427,866.6661198830001,659.835442703,459.207280901,380.227213236,317.31988254099997,405.360670126
classic pop and rock,TRXOYAE128F426B259,Boz Scaggs,You Make It So Hard (To Say No),-9.072000000000001,133.218,4,7,1,214.54322000000002,43.9151680108,6.0891155914,60.203560483900006,11.926524193499999,-2.15672311828,-3.32202150538,2.7148360215099996,2.8130752688200005,-10.4724569892,-5.05393817204,0.11244220430099999,-5.52545564516,66.75917675,1954.34832054,2657.51270355,1199.16433211,615.308671257,718.320307018,494.445677723,419.774755596,289.24476564099996,217.949388359,213.26232247,246.137855735
folk,TRCHXNX128F4276E12,Shawn Colvin,A Matter Of Minutes,-11.704,161.918,3,8,0,308.68852999999996,39.685008569000004,-42.9731122536,-28.362560411300002,-10.9214935733,-12.2043461868,-11.886610111400001,7.17358697515,-13.0174935733,6.8619580120000006,-2.1887129391599998,-1.93667095116,5.0165698371900005,55.7450606854,2167.05815915,1615.89439984,1028.7649958,792.366691275,764.3756553039999,586.757845739,509.086742005,318.92351584700003,377.45403197800005,195.58803893200002,271.645013279
soul and reggae,TRQWUSP128EF34DCCB,Black Uhuru,Party Next Door,-12.181,174.97400000000002,4,10,1,327.94077000000004,39.0931386522,7.41984508133,9.16640433772,40.0218117738,-3.49965685515,10.6292254067,3.2429604957400002,-4.18001626646,0.552663826491,-0.257679318358,4.80321301317,3.2025027110799997,41.1044215416,2396.12002556,3790.1424184,2439.44556977,1212.49410463,2031.62374488,678.9613074519999,512.329948186,556.646451064,521.1513441019999,608.336729105,636.184792303
soul and reggae,TRKGBNI128F42B831A,Whitney Houston,Heartbreak Hotel,-7.156000000000001,134.026,4,1,1,218.61832,45.302178644799994,38.0471180698,-3.13098870637,5.46673511294,3.9371796714599996,-5.27687063655,-9.37146406571,-6.72889219713,2.52618583162,-4.4259558521599995,-0.25800924024599997,-7.63278439425,24.8386482843,2271.17123896,2917.17537473,1844.47909687,1337.84807541,935.0115702730001,761.887021089,562.46243801,371.12194597300004,348.879245245,331.257946833,416.367945506
dance and electronica,TRQERTP128F92DD131,Jimpster,Releasing Red Soul,-13.505,119.929,4,6,1,389.79873,38.4987303303,52.339198198199995,-38.9632582583,-5.54675855856,15.5081081081,-23.5754246246,6.84859219219,-7.28283843844,0.503231831832,-0.362251651652,1.4740270270299998,6.54984864865,27.0405364456,7264.97248575,3267.19568774,1243.08217931,1496.61657166,616.502884536,1031.67319092,654.524041331,441.772361228,358.438062241,175.764594555,340.948285253
classic pop and rock,TRPTTST128E0791D61,Carpenters,Love Me For What I Am,-15.747,148.614,5,1,1,210.23302,33.7747558923,-30.1581498316,5.65877272727,-20.0362744108,16.927530303,-8.33621380471,-29.6089478114,1.07341582492,1.1577070707100001,-2.73986700337,1.1785740740700001,2.61170538721,69.41396346399999,3903.89334886,2260.82734793,1561.06751783,1489.00312438,639.47197965,930.882819507,692.807836482,530.096172867,380.296566085,296.345029645,382.175324676
classic pop and rock,TRZKNCD128F42B6320,The Sensational Alex Harvey Band,Mrs. Blackhouse,-12.614,151.174,4,7,1,216.81587000000002,40.9298609467,-41.8762588757,-5.18459911243,-11.5866508876,-0.845306213018,2.02789201183,-1.04728402367,-8.62421597633,-11.319590236700002,-17.465967455599998,-4.6623017751499995,1.7066715976299998,27.0699183298,2089.00475312,2501.53646736,2083.97275436,1041.65526723,814.4268500339999,430.04014899,842.8865682139999,345.33587786,411.39715727099997,406.81145679900004,291.102981792
jazz and blues,TREYBGO128F427787A,Ulf Wakenius,Tuesday Wonderland,-14.744000000000002,121.39399999999999,1,2,1,319.32036,36.338419920300005,-89.8633569721,8.987073306769998,-4.41397211155,-29.2710541833,-8.896790438250001,-15.544082868499999,-7.17615776892,4.45357609562,1.57355139442,1.2728191235100001,0.160196812749,87.27557342290001,3554.22048856,2364.77452971,973.126311014,911.478607219,575.2974429430001,372.062512822,327.281940774,364.95729740800004,196.140489597,167.07680203200002,257.784776818
classic pop and rock,TRNZUPZ128F425653C,The Kingsmen,Gimme Some Lovin',-10.253,146.524,4,10,1,193.43628,45.9791613636,36.7210204545,24.0330318182,-17.950259090899998,-40.5756954545,-15.0939,-15.6776909091,1.5793840909099999,18.5775454545,8.68405454545,-1.45674772727,14.561211363599998,18.7914299535,930.354019265,590.457783754,688.7122763780001,473.52700628900004,318.19551259,235.63483747700002,216.995341191,170.804367162,131.584209192,103.273966339,202.403612408
dance and electronica,TRDRKWO128F145A84E,Mory Kanté,Tama,-12.161,125.10600000000001,4,3,0,362.91873,40.5552846811,52.3140374753,8.13583103222,16.0169875082,-6.571418145959999,-12.008278764000002,-4.01690335306,-3.40945956607,1.38698750822,10.4650216963,5.8580591716,5.388225509530001,35.8469558973,1648.96757619,1631.80868474,847.065342553,668.748991023,1060.59838211,774.65078523,300.461078478,256.341241684,246.739853944,338.45789430900004,271.106797593
folk,TRAJWGG12903CB81AF,The Del McCoury Band,Led By the Master's Hand,-9.329,140.9,1,7,1,173.97506,45.8109844413,-2.74731117397,44.013164073599995,6.924418670439999,12.6762121641,-4.70944837341,-19.8963578501,0.998908062235,16.7078727016,5.741439886849999,3.1307977369200004,-5.55187835926,9.830012651810002,1019.64224707,836.531839277,805.6152183280001,713.0126094660001,683.96180717,821.986916962,307.899714904,274.206485395,206.009894473,220.105604045,275.467516542
jazz and blues,TRFRNYT128F429C8AC,Marilyn Crispell,Archaic Visions Part 1,-22.93,71.726,5,9,1,660.8713799999999,30.3767352577,-156.28379340200001,61.813817732,28.7938263918,20.8535208247,-5.85233072165,-13.8619913402,8.85214927835,-20.1579872165,0.5359117525770001,9.4111257732,3.03159917526,19.7575958054,1370.86218604,1997.48424255,1246.3953517,758.393017652,729.8270126110001,1024.56470925,331.386912988,685.143900574,213.92121462900002,167.461082278,339.699221735
folk,TRLFDYA128F423EE87,Devendra Banhart,See Saw,-14.338,91.803,7,7,1,203.15383,38.6681032787,-70.66166557380001,9.08066885246,1.4000557377,-14.0020557377,-8.75248360656,26.1217344262,-0.5083459016390001,-6.53708196721,-0.851868852459,-4.68804262295,-3.48707540984,23.948363154899997,2959.23439024,2232.4444366000002,1545.95518737,758.542523213,1075.89575229,1107.60260262,697.0364815610001,457.435077098,360.838052839,322.564669352,408.14270343699997
